LocalTime,Power(MW),DNI,DHI,GHI,Relative Humidity,Solar Zenith Angle,Cloud Type,Temperature,Wind Speed
2006-01-01 0:00,0,0,0,0,100,172.12,1,15,1.5
2006-01-01 0:30,0,0,0,0,100,168.33,1,14.9,1.5
2006-01-01 1:00,0,0,0,0,100,162.69,1,14.8,1.5
2006-01-01 1:30,0,0,0,0,100,156.52,1,14.7,1.6
2006-01-01 2:00,0,0,0,0,100,150.16,1,14.6,1.6
2006-01-01 2:30,0,0,0,0,100,143.72,1,14.5,1.6
2006-01-01 3:00,0,0,0,0,100,137.27,1,14.4,1.6
2006-01-01 3:30,0,0,0,0,100,130.82,3,14.4,1.5
2006-01-01 4:00,0,0,0,0,100,124.41,1,14.5,1.5
2006-01-01 4:30,0,0,0,0,100,118.06,1,14.6,1.5
2006-01-01 5:00,0,0,0,0,100,111.77,2,14.8,1.6
2006-01-01 5:30,0,0,0,0,100,105.57,3,15,1.6
2006-01-01 6:00,0,0,0,0,100,99.48,3,15.3,1.6
2006-01-01 6:30,0,0,0,0,100,93.54,1,16.3,1.7
2006-01-01 7:00,0.005679702,0,14,14,100,87.51,3,17.4,1.7
2006-01-01 7:30,0.183985102,358,45,94,96.68,82.1,0,18.5,2.1
2006-01-01 8:00,0.364711359,1,73,73,98.62,76.84,3,19.6,2.4
2006-01-01 8:30,0.304469274,5,154,155,95.04,71.88,3,20.2,2.5
2006-01-01 9:00,0.214990689,26,199,209,97.61,67.3,3,20.9,2.6
2006-01-01 9:30,0.108752328,0,129,129,94.67,63.21,3,21.4,2.8
2006-01-01 10:00,0.083612663,0,114,114,96.33,59.7,3,21.9,3
2006-01-01 10:30,0.097951583,2,209,210,95.07,56.88,3,22.1,3.1
2006-01-01 11:00,0.068808194,37,281,303,95.2,54.87,3,22.3,3.3
2006-01-01 11:30,0.00027933,0,181,182,94.63,53.74,2,22.4,3.4
2006-01-01 12:00,0.08556797,6,168,171,93.66,53.57,8,22.6,3.5
2006-01-01 12:30,0.216480447,75,256,300,93.66,54.36,8,22.6,3.5
2006-01-01 13:00,0.111638734,1,108,109,92.66,56.06,7,22.7,3.5
2006-01-01 13:30,0.060428305,5,212,214,93.79,58.61,4,22.5,3.4
2006-01-01 14:00,0.108007449,1,77,77,93.9,61.88,7,22.4,3.3
2006-01-01 14:30,0.11396648,1,132,132,96.2,65.78,3,22,3.2
2006-01-01 15:00,0.054655493,0,42,42,96.94,70.19,4,21.7,3.1
2006-01-01 15:30,0.00027933,5,77,79,100,75.02,7,21,3
2006-01-01 16:00,0,351,58,118,100,80.19,0,20.4,2.9
2006-01-01 16:30,0,0,23,24,100,85.58,7,20,3
2006-01-01 17:00,0,0,0,0,100,91.45,3,19.5,3
2006-01-01 17:30,0,0,0,0,100,97.34,1,19.4,3.1
2006-01-01 18:00,0,0,0,0,100,103.38,6,19.3,3.2
2006-01-01 18:30,0,0,0,0,100,109.54,6,19.3,3.3
2006-01-01 19:00,0,0,0,0,100,115.8,7,19.3,3.3
2006-01-01 19:30,0,0,0,0,100,122.14,7,19.4,3.4
2006-01-01 20:00,0,0,0,0,100,128.53,7,19.4,3.4
2006-01-01 20:30,0,0,0,0,100,134.96,6,19.5,3.5
2006-01-01 21:00,0,0,0,0,100,141.42,6,19.6,3.6
2006-01-01 21:30,0,0,0,0,100,147.86,8,19.8,3.8
2006-01-01 22:00,0,0,0,0,100,154.25,7,19.9,3.9
2006-01-01 22:30,0,0,0,0,100,160.51,6,19.9,3.8
2006-01-01 23:00,0,0,0,0,100,166.39,7,19.8,3.7
2006-01-01 23:30,0,0,0,0,100,171.09,1,19.9,3.7
2006-01-02 0:00,0,0,0,0,100,172.07,0,19.9,3.7
2006-01-02 0:30,0,0,0,0,100,168.35,0,19.8,3.6
2006-01-02 1:00,0,0,0,0,100,162.74,3,19.8,3.5
2006-01-02 1:30,0,0,0,0,100,156.58,7,19.8,3.4
2006-01-02 2:00,0,0,0,0,100,150.23,0,19.8,3.4
2006-01-02 2:30,0,0,0,0,100,143.79,1,19.9,3.5
2006-01-02 3:00,0,0,0,0,100,137.34,0,19.9,3.5
2006-01-02 3:30,0,0,0,0,100,130.89,1,20,3.7
2006-01-02 4:00,0,0,0,0,100,124.48,3,20.1,3.8
2006-01-02 4:30,0,0,0,0,100,118.12,7,20.2,3.9
2006-01-02 5:00,0,0,0,0,100,111.83,1,20.2,4
2006-01-02 5:30,0,0,0,0,100,105.63,3,20.3,4.1
2006-01-02 6:00,0,0,0,0,100,99.54,7,20.3,4.1
2006-01-02 6:30,0,0,0,0,99.61,93.59,7,20.5,4.3
2006-01-02 7:00,0,0,7,7,100,87.55,7,20.7,4.4
2006-01-02 7:30,0.002234637,0,27,27,97.98,82.13,6,21.1,4.7
2006-01-02 8:00,0.024301676,90,85,106,99.99,76.86,6,21.4,4.9
2006-01-02 8:30,0.032588454,0,10,10,97.59,71.89,6,21.8,5.2
2006-01-02 9:00,0.097951583,23,157,166,97.68,67.3,7,22.2,5.4
2006-01-02 9:30,0.129981378,637,121,409,96.41,63.2,0,22.4,5.6
2006-01-02 10:00,0.338361266,8,216,221,93.73,59.67,3,22.7,5.8
2006-01-02 10:30,0.301675978,36,276,296,92.51,56.84,2,22.9,6
2006-01-02 11:00,0.122998138,758,125,562,90.04,54.8,1,23,6.2
2006-01-02 11:30,0.241433892,40,289,312,89.41,53.66,2,23.1,6.2
2006-01-02 12:00,0.141154562,770,127,586,87.93,53.48,1,23.1,6.2
2006-01-02 12:30,0.287802607,91,337,390,88.38,54.25,2,23,6
2006-01-02 13:00,0.406703911,0,98,98,87.38,55.94,3,22.9,5.9
2006-01-02 13:30,0.239571695,0,156,156,88.98,58.48,3,22.6,5.7
2006-01-02 14:00,0.226350093,700,117,448,88.54,61.75,0,22.4,5.4
2006-01-02 14:30,0.296648045,657,109,380,90.72,65.64,0,22,5.1
2006-01-02 15:00,0.360614525,631,90,305,91.08,70.05,0,21.7,4.8
2006-01-02 15:30,0.318249534,542,77,219,94.47,74.89,0,21.1,4.5
2006-01-02 16:00,0.155865922,430,57,131,95.37,80.05,0,20.5,4.3
2006-01-02 16:30,0,214,32,49,99.67,85.44,0,19.8,4
2006-01-02 17:00,0,0,0,0,100,91.31,1,19.2,3.7
2006-01-02 17:30,0,0,0,0,100,97.2,1,18.8,3.6
2006-01-02 18:00,0,0,0,0,100,103.24,3,18.5,3.4
2006-01-02 18:30,0,0,0,0,100,109.41,3,18.3,3.4
2006-01-02 19:00,0,0,0,0,100,115.67,3,18.1,3.5
2006-01-02 19:30,0,0,0,0,100,122,3,17.8,3.4
2006-01-02 20:00,0,0,0,0,100,128.4,3,17.5,3.4
2006-01-02 20:30,0,0,0,0,100,134.83,1,17.2,3.3
2006-01-02 21:00,0,0,0,0,100,141.28,0,16.9,3.3
2006-01-02 21:30,0,0,0,0,100,147.73,0,16.6,3.3
2006-01-02 22:00,0,0,0,0,100,154.12,0,16.3,3.3
2006-01-02 22:30,0,0,0,0,100,160.37,0,15.9,3.3
2006-01-02 23:00,0,0,0,0,100,166.25,0,15.5,3.2
2006-01-02 23:30,0,0,0,0,100,170.96,0,15.1,3.1
2006-01-03 0:00,0,0,0,0,100,172.01,0,14.7,3.1
2006-01-03 0:30,0,0,0,0,100,168.36,0,14.4,3.1
2006-01-03 1:00,0,0,0,0,100,162.79,0,14,3.1
2006-01-03 1:30,0,0,0,0,100,156.64,0,13.7,3.2
2006-01-03 2:00,0,0,0,0,99.31,150.29,0,13.4,3.3
2006-01-03 2:30,0,0,0,0,100,143.86,0,13,3.3
2006-01-03 3:00,0,0,0,0,99.08,137.41,0,12.6,3.2
2006-01-03 3:30,0,0,0,0,100,130.96,0,12.2,3
2006-01-03 4:00,0,0,0,0,99.65,124.55,0,11.8,2.8
2006-01-03 4:30,0,0,0,0,100,118.18,0,11.5,2.7
2006-01-03 5:00,0,0,0,0,100,111.89,0,11.2,2.6
2006-01-03 5:30,0,0,0,0,100,105.68,0,11,2.6
2006-01-03 6:00,0,0,0,0,100,99.58,0,10.7,2.5
2006-01-03 6:30,0,0,0,0,96.78,93.63,0,11.3,2.7
2006-01-03 7:00,0.077374302,273,17,29,94.51,87.57,0,11.9,2.9
2006-01-03 7:30,0.266573557,537,36,109,89.78,82.15,0,12.7,3
2006-01-03 8:00,0.396927374,686,48,204,85.03,76.87,0,13.5,3.1
2006-01-03 8:30,0.499348231,778,57,299,80.74,71.89,0,14.3,3.3
2006-01-03 9:00,0.540130354,837,64,387,72.29,67.3,0,15.2,3.5
2006-01-03 9:30,0.541620112,879,69,465,70.01,63.18,0,15.7,3.5
2006-01-03 10:00,0.537337058,906,73,531,65.92,59.63,0,16.3,3.6
2006-01-03 10:30,0.516108007,926,76,584,64.27,56.78,0,16.7,3.6
2006-01-03 11:00,0.500558659,937,79,620,62.56,54.73,0,17.2,3.6
2006-01-03 11:30,0.490223464,944,80,640,61.32,53.58,0,17.5,3.5
2006-01-03 12:00,0.481378026,949,79,645,61.21,53.38,0,17.8,3.5
2006-01-03 12:30,0.480726257,941,78,629,60.44,54.14,0,18,3.4
2006-01-03 13:00,0.49301676,928,77,599,60.71,55.82,0,18.2,3.4
2006-01-03 13:30,0.503351955,911,75,553,60.71,58.35,0,18.2,3.3
2006-01-03 14:00,0.50735568,884,72,493,62.08,61.61,0,18.1,3.2
2006-01-03 14:30,0.516387337,848,68,419,62.86,65.5,0,17.9,2.9
2006-01-03 15:00,0.463594041,795,62,335,67.31,69.91,0,17.6,2.6
2006-01-03 15:30,0.380074488,718,54,243,72.15,74.74,0,16.5,2.3
2006-01-03 16:00,0.237802607,599,43,148,80.67,79.9,0,15.4,2
2006-01-03 16:30,0.001117318,393,26,59,84.92,85.3,0,14.6,2
2006-01-03 17:00,0,0,0,0,84.26,91.17,0,13.7,2
2006-01-03 17:30,0,0,0,0,85.92,97.06,0,13.4,2
2006-01-03 18:00,0,0,0,0,87.31,103.1,0,13.1,2
2006-01-03 18:30,0,0,0,0,89.71,109.27,0,12.7,2
2006-01-03 19:00,0,0,0,0,91.37,115.53,0,12.4,2
2006-01-03 19:30,0,0,0,0,93.19,121.87,0,12.1,2.1
2006-01-03 20:00,0,0,0,0,95.18,128.26,1,11.7,2.1
2006-01-03 20:30,0,0,0,0,96.44,134.7,0,11.5,2
2006-01-03 21:00,0,0,0,0,96.94,141.15,0,11.2,2
2006-01-03 21:30,0,0,0,0,98.89,147.59,1,10.9,2
2006-01-03 22:00,0,0,0,0,98.17,153.98,1,10.7,1.9
2006-01-03 22:30,0,0,0,0,100,160.23,1,10.4,1.9
2006-01-03 23:00,0,0,0,0,99.45,166.11,1,10.2,1.9
2006-01-03 23:30,0,0,0,0,100,170.82,1,10.1,1.8
2006-01-04 0:00,0,0,0,0,99.36,171.94,1,9.9,1.8
2006-01-04 0:30,0,0,0,0,99.36,168.37,1,9.9,1.7
2006-01-04 1:00,0,0,0,0,96.37,162.83,1,9.9,1.6
2006-01-04 1:30,0,0,0,0,97.02,156.7,1,9.8,1.6
2006-01-04 2:00,0,0,0,0,95.21,150.35,1,9.8,1.5
2006-01-04 2:30,0,0,0,0,95.85,143.92,1,9.7,1.5
2006-01-04 3:00,0,0,0,0,95.33,137.47,1,9.6,1.4
2006-01-04 3:30,0,0,0,0,95.97,131.02,1,9.5,1.4
2006-01-04 4:00,0,0,0,0,95.84,124.6,1,9.4,1.4
2006-01-04 4:30,0,0,0,0,96.49,118.24,1,9.3,1.4
2006-01-04 5:00,0,0,0,0,97.25,111.94,1,9.1,1.4
2006-01-04 5:30,0,0,0,0,97.91,105.73,1,9,1.4
2006-01-04 6:00,0,0,0,0,98.03,99.63,1,8.9,1.4
2006-01-04 6:30,0,0,0,0,93.53,93.66,1,9.6,1.4
2006-01-04 7:00,0.076722533,267,17,28,92.84,87.59,1,10.3,1.4
2006-01-04 7:30,0.276815642,532,36,109,86.88,82.17,0,11.3,1.4
2006-01-04 8:00,0.383705773,683,49,204,85.26,76.88,0,12.3,1.3
2006-01-04 8:30,0.48566108,774,57,298,78.84,71.89,0,13.5,1
2006-01-04 9:00,0.540502793,832,65,386,77.62,67.28,0,14.6,0.7
2006-01-04 9:30,0.520297952,871,69,463,71.36,63.15,0,15.9,0.7
2006-01-04 10:00,0.47839851,894,75,528,66.21,59.59,0,17.1,0.8
2006-01-04 10:30,0.444413408,915,78,580,64.1,56.72,0,17.6,1.1
2006-01-04 11:00,0.440968343,438,275,529,64.49,54.66,3,18.1,1.5
2006-01-04 11:30,0.360707635,272,332,494,63.63,53.49,4,18.3,1.8
2006-01-04 12:00,0.352327747,289,330,502,65.13,53.27,4,18.5,2
2006-01-04 12:30,0.417318436,454,279,546,64.66,54.01,3,18.6,2.1
2006-01-04 13:00,0.458938547,605,189,530,66.24,55.69,7,18.6,2.2
2006-01-04 13:30,0.503165736,868,88,546,66.66,58.21,0,18.5,2.2
2006-01-04 14:00,0.504096834,319,245,398,69.39,61.47,3,18.4,2.2
2006-01-04 14:30,0.453258845,798,79,412,71.52,65.35,0,17.9,2.1
2006-01-04 15:00,0.410800745,742,72,329,78.55,69.76,0,17.5,2
2006-01-04 15:30,0.373836127,85,150,173,83.14,74.59,3,16.6,2
2006-01-04 16:00,0.249068901,527,49,143,86.73,79.76,0,15.8,2
2006-01-04 16:30,0,318,30,56,90.11,85.15,0,15.2,2.2
2006-01-04 17:00,0,0,0,0,91.47,91.03,0,14.6,2.3
2006-01-04 17:30,0,0,0,0,92.75,96.92,0,14.4,2.4
2006-01-04 18:00,0,0,0,0,95.27,102.96,0,14.3,2.4
2006-01-04 18:30,0,0,0,0,95.89,109.13,0,14.2,2.4
2006-01-04 19:00,0,0,0,0,98.67,115.39,1,14.1,2.4
2006-01-04 19:30,0,0,0,0,99.31,121.73,0,14,2.4
2006-01-04 20:00,0,0,0,0,100,128.12,3,13.8,2.3
2006-01-04 20:30,0,0,0,0,100,134.56,7,13.7,2.3
2006-01-04 21:00,0,0,0,0,100,141.01,7,13.6,2.3
2006-01-04 21:30,0,0,0,0,100,147.46,7,13.5,2.3
2006-01-04 22:00,0,0,0,0,100,153.84,7,13.5,2.4
2006-01-04 22:30,0,0,0,0,100,160.09,7,13.5,2.4
2006-01-04 23:00,0,0,0,0,100,165.96,4,13.5,2.5
2006-01-04 23:30,0,0,0,0,100,170.67,3,13.6,2.5
2006-01-05 0:00,0,0,0,0,100,171.85,8,13.7,2.5
2006-01-05 0:30,0,0,0,0,100,168.37,7,13.6,2.5
2006-01-05 1:00,0,0,0,0,100,162.86,3,13.6,2.5
2006-01-05 1:30,0,0,0,0,100,156.75,7,13.5,2.5
2006-01-05 2:00,0,0,0,0,100,150.41,4,13.5,2.5
2006-01-05 2:30,0,0,0,0,100,143.98,8,13.4,2.4
2006-01-05 3:00,0,0,0,0,100,137.53,7,13.4,2.4
2006-01-05 3:30,0,0,0,0,100,131.08,7,13.2,2.3
2006-01-05 4:00,0,0,0,0,100,124.66,7,13.1,2.2
2006-01-05 4:30,0,0,0,0,100,118.29,4,13,2.2
2006-01-05 5:00,0,0,0,0,100,111.98,4,12.8,2.3
2006-01-05 5:30,0,0,0,0,100,105.77,7,12.6,2.4
2006-01-05 6:00,0,0,0,0,100,99.66,3,12.4,2.6
2006-01-05 6:30,0,0,0,0,100,93.69,7,12.6,2.7
2006-01-05 7:00,0.100931099,182,17,25,97.69,87.62,0,12.8,2.9
2006-01-05 7:30,0.320297952,445,40,101,93.95,82.18,0,13.4,3.1
2006-01-05 8:00,0.425791434,611,55,194,89.6,76.89,0,13.9,3.2
2006-01-05 8:30,0.49981378,710,66,287,84.55,71.89,0,14.8,3.2
2006-01-05 9:00,0.539106145,776,75,375,79.03,67.26,0,15.6,3.3
2006-01-05 9:30,0.547392924,826,82,455,75.51,63.11,0,16.3,3.4
2006-01-05 10:00,0.514897579,855,87,521,70.69,59.54,0,17,3.6
2006-01-05 10:30,0.512011173,878,91,573,68.86,56.66,0,17.4,3.9
2006-01-05 11:00,0.508379888,898,93,613,64.17,54.57,0,17.8,4.2
2006-01-05 11:30,0.470949721,906,93,634,64.1,53.38,0,17.8,4.5
2006-01-05 12:00,0.481936685,933,84,643,60.05,53.15,0,17.9,4.9
2006-01-05 12:30,0.491061453,932,83,632,60.81,53.89,0,17.7,5.1
2006-01-05 13:00,0.508193669,930,78,604,57.42,55.55,0,17.5,5.4
2006-01-05 13:30,0.537895717,917,76,561,59.26,58.06,0,17,5.5
2006-01-05 14:00,0.540689013,898,71,502,56.45,61.32,0,16.6,5.7
2006-01-05 14:30,0.533426443,862,67,429,59.02,65.2,0,15.9,5.7
2006-01-05 15:00,0.494227188,816,61,346,57.29,69.61,0,15.3,5.7
2006-01-05 15:30,0.394878957,740,54,252,61.15,74.44,0,14.3,5.4
2006-01-05 16:00,0.241061453,636,42,157,62.26,79.61,0,13.4,5.2
2006-01-05 16:30,0.001675978,435,27,65,66.53,85.01,0,12.4,5
2006-01-05 17:00,0,0,0,0,68.26,90.88,0,11.5,4.9
2006-01-05 17:30,0,0,0,0,70.16,96.77,0,11.1,5
2006-01-05 18:00,0,0,0,0,70.14,102.82,1,10.7,5.1
2006-01-05 18:30,0,0,0,0,71.56,108.98,1,10.4,5
2006-01-05 19:00,0,0,0,0,72.23,115.25,1,10.1,5
2006-01-05 19:30,0,0,0,0,73.7,121.59,1,9.8,4.9
2006-01-05 20:00,0,0,0,0,74.54,127.99,1,9.6,4.8
2006-01-05 20:30,0,0,0,0,75.55,134.42,1,9.4,4.7
2006-01-05 21:00,0,0,0,0,76.51,140.87,1,9.2,4.7
2006-01-05 21:30,0,0,0,0,77.55,147.32,1,9,4.7
2006-01-05 22:00,0,0,0,0,78.53,153.7,1,8.8,4.8
2006-01-05 22:30,0,0,0,0,79.6,159.94,1,8.6,4.8
2006-01-05 23:00,0,0,0,0,80.48,165.81,1,8.4,4.8
2006-01-05 23:30,0,0,0,0,82.69,170.52,1,8,4.5
2006-01-06 0:00,0,0,0,0,84.01,171.76,1,7.6,4.3
2006-01-06 0:30,0,0,0,0,86.33,168.36,1,7.2,4.2
2006-01-06 1:00,0,0,0,0,87.02,162.89,1,6.8,4
2006-01-06 1:30,0,0,0,0,88.83,156.79,1,6.5,4
2006-01-06 2:00,0,0,0,0,89.33,150.46,1,6.1,4
2006-01-06 2:30,0,0,0,0,91.19,144.03,1,5.8,4
2006-01-06 3:00,0,0,0,0,91.12,137.58,1,5.5,4
2006-01-06 3:30,0,0,0,0,93.78,131.13,1,5.1,3.9
2006-01-06 4:00,0,0,0,0,93.73,124.71,1,4.8,3.9
2006-01-06 4:30,0,0,0,0,95.71,118.33,1,4.5,3.8
2006-01-06 5:00,0,0,0,0,95.57,112.03,2,4.2,3.7
2006-01-06 5:30,0,0,0,0,97.7,105.81,1,3.9,3.7
2006-01-06 6:00,0,0,0,0,96.76,99.69,1,3.7,3.6
2006-01-06 6:30,0,0,0,0,93.52,93.72,1,4.2,3.8
2006-01-06 7:00,0.105586592,241,17,27,89.26,87.63,1,4.8,4
2006-01-06 7:30,0.35726257,513,39,109,84.44,82.19,0,5.6,4.4
2006-01-06 8:00,0.469459963,657,55,204,76.74,76.88,0,6.4,4.8
2006-01-06 8:30,0.509497207,754,65,300,74.15,71.87,0,6.9,4.8
2006-01-06 9:00,0.503631285,794,79,387,69.09,67.24,0,7.5,4.9
2006-01-06 9:30,0.352513966,285,246,375,67.24,63.07,2,7.9,4.9
2006-01-06 10:00,0.463128492,400,258,461,65.25,59.48,2,8.3,5
2006-01-06 10:30,0.43538175,231,322,449,64.37,56.58,2,8.5,5.1
2006-01-06 11:00,0.34990689,65,336,374,63.12,54.48,4,8.7,5.1
2006-01-06 11:30,0.281564246,103,364,426,62.7,53.28,4,8.8,5.2
2006-01-06 12:00,0.230912477,2,244,245,61.52,53.03,4,8.9,5.3
2006-01-06 12:30,0.174022346,0,122,122,61.05,53.75,4,9,5.3
2006-01-06 13:00,0.084078212,0,120,120,60.2,55.4,4,9,5.4
2006-01-06 13:30,0.017783985,0,143,143,60.66,57.91,4,8.9,5.4
2006-01-06 14:00,0.008752328,0,88,88,59.98,61.16,4,8.8,5.4
2006-01-06 14:30,0.002793296,0,89,90,61.2,65.04,4,8.5,5.4
2006-01-06 15:00,0.001117318,0,53,53,62.46,69.45,4,8.1,5.3
2006-01-06 15:30,0.000651769,0,67,67,65.12,74.28,4,7.5,5
2006-01-06 16:00,0.000372439,0,47,47,69.31,79.45,4,6.8,4.6
2006-01-06 16:30,0,0,16,16,73.3,84.85,4,6,4.3
2006-01-06 17:00,0,0,0,0,79.15,90.11,4,5.1,4
2006-01-06 17:30,0,0,0,0,81.46,96.62,4,4.7,4
2006-01-06 18:00,0,0,0,0,83.25,102.67,4,4.3,3.9
2006-01-06 18:30,0,0,0,0,85.7,108.84,4,3.9,3.8
2006-01-06 19:00,0,0,0,0,87.39,115.11,4,3.5,3.7
2006-01-06 19:30,0,0,0,0,89.89,121.45,4,3.1,3.6
2006-01-06 20:00,0,0,0,0,90.98,127.85,4,2.8,3.5
2006-01-06 20:30,0,0,0,0,93.6,134.28,2,2.4,3.4
2006-01-06 21:00,0,0,0,0,94.47,140.74,1,2.1,3.2
2006-01-06 21:30,0,0,0,0,96.51,147.18,1,1.8,3.2
2006-01-06 22:00,0,0,0,0,96.52,153.56,1,1.6,3.1
2006-01-06 22:30,0,0,0,0,98.61,159.8,4,1.3,3.1
2006-01-06 23:00,0,0,0,0,99.17,165.65,4,1,3
2006-01-06 23:30,0,0,0,0,99.88,170.36,4,0.9,2.9
2006-01-07 0:00,0,0,0,0,99.64,171.66,4,0.7,2.8
2006-01-07 0:30,0,0,0,0,100,168.34,4,0.5,2.7
2006-01-07 1:00,0,0,0,0,99.42,162.91,4,0.4,2.5
2006-01-07 1:30,0,0,0,0,100,156.83,4,0.3,2.3
2006-01-07 2:00,0,0,0,0,98.36,150.5,4,0.2,2.1
2006-01-07 2:30,0,0,0,0,97.65,144.08,4,0.3,2.1
2006-01-07 3:00,0,0,0,0,95.72,137.63,4,0.4,2
2006-01-07 3:30,0,0,0,0,98.53,131.18,4,0,2
2006-01-07 4:00,0,0,0,0,100,124.75,7,-0.4,2
2006-01-07 4:30,0,0,0,0,100,118.38,7,-0.6,1.9
2006-01-07 5:00,0,0,0,0,100,112.06,4,-0.8,1.9
2006-01-07 5:30,0,0,0,0,100,105.84,4,-1,1.8
2006-01-07 6:00,0,0,0,0,100,99.72,4,-1.1,1.7
2006-01-07 6:30,0,0,0,0,95.4,93.74,4,-0.2,1.8
2006-01-07 7:00,0.09310987,0,15,15,89.65,87.63,4,0.7,1.9
2006-01-07 7:30,0.309124767,457,43,105,82.93,82.19,0,1.8,1.8
2006-01-07 8:00,0.422998138,12,120,123,75.09,76.88,4,2.9,1.7
2006-01-07 8:30,0.505586592,724,71,297,69.01,71.85,0,4.1,1.5
2006-01-07 9:00,0.536499069,798,79,388,60.38,67.2,0,5.4,1.3
2006-01-07 9:30,0.559590317,845,85,469,57.92,63.02,0,6,1.4
2006-01-07 10:00,0.549255121,881,87,535,57.44,59.42,0,6.7,1.5
2006-01-07 10:30,0.529795158,903,90,589,55.13,56.5,0,7.3,1.7
2006-01-07 11:00,0.504748603,927,89,629,56.17,54.38,0,7.9,1.9
2006-01-07 11:30,0.515549348,934,90,650,54.3,53.16,0,8.4,2
2006-01-07 12:00,0.532495345,952,84,658,54.88,52.9,0,8.9,2.1
2006-01-07 12:30,0.523743017,943,83,643,53.78,53.61,0,9.2,2.2
2006-01-07 13:00,0.541620112,937,80,614,54.25,55.25,0,9.5,2.3
2006-01-07 13:30,0.537150838,920,78,569,53.83,57.75,0,9.6,2.3
2006-01-07 14:00,0.561452514,898,74,509,54.56,61,0,9.7,2.4
2006-01-07 14:30,0.550744879,862,69,435,54.93,64.88,0,9.6,2.3
2006-01-07 15:00,0.496741155,795,66,347,57.82,69.29,0,9.5,2.3
2006-01-07 15:30,0.391992551,719,58,254,61.01,74.12,0,8.7,2
2006-01-07 16:00,0.222067039,603,46,158,72.72,79.29,0,7.8,1.7
2006-01-07 16:30,0.000465549,1,41,42,76.35,84.7,3,7.1,1.7
2006-01-07 17:00,0,0,0,0,74.08,89.99,3,6.4,1.8
2006-01-07 17:30,0,0,0,0,75.11,96.47,3,6.2,1.8
2006-01-07 18:00,0,0,0,0,75.98,102.52,1,6.1,1.8
2006-01-07 18:30,0,0,0,0,76.5,108.69,1,6,1.9
2006-01-07 19:00,0,0,0,0,77.7,114.96,1,6,2
2006-01-07 19:30,0,0,0,0,77.7,121.31,1,6,2.1
2006-01-07 20:00,0,0,0,0,79.49,127.71,1,6.1,2.2
2006-01-07 20:30,0,0,0,0,79.49,134.14,1,6.1,2.2
2006-01-07 21:00,0,0,0,0,81.84,140.6,1,6.2,2.3
2006-01-07 21:30,0,0,0,0,81.84,147.04,1,6.2,2.4
2006-01-07 22:00,0,0,0,0,84.57,153.42,1,6.3,2.4
2006-01-07 22:30,0,0,0,0,83.99,159.65,1,6.4,2.5
2006-01-07 23:00,0,0,0,0,87.57,165.49,1,6.4,2.5
2006-01-07 23:30,0,0,0,0,86.38,170.2,1,6.6,2.5
2006-01-08 0:00,0,0,0,0,89.19,171.55,1,6.7,2.5
2006-01-08 0:30,0,0,0,0,87.98,168.31,1,6.9,2.5
2006-01-08 1:00,0,0,0,0,90.48,162.92,1,7,2.5
2006-01-08 1:30,0,0,0,0,89.25,156.86,3,7.2,2.5
2006-01-08 2:00,0,0,0,0,91.01,150.54,1,7.4,2.5
2006-01-08 2:30,0,0,0,0,90.39,144.12,1,7.5,2.5
2006-01-08 3:00,0,0,0,0,93.33,137.67,1,7.6,2.5
2006-01-08 3:30,0,0,0,0,92.69,131.22,1,7.7,2.5
2006-01-08 4:00,0,0,0,0,96.19,124.79,1,7.8,2.5
2006-01-08 4:30,0,0,0,0,95.54,118.41,1,7.9,2.5
2006-01-08 5:00,0,0,0,0,99.22,112.1,1,8,2.5
2006-01-08 5:30,0,0,0,0,97.88,105.87,1,8.2,2.5
2006-01-08 6:00,0,0,0,0,100,99.74,1,8.3,2.5
2006-01-08 6:30,0,0,0,0,94.95,93.75,3,9.3,2.5
2006-01-08 7:00,0.111918063,251,17,27,94.41,87.65,1,10.4,2.4
2006-01-08 7:30,0.341899441,525,36,108,82.73,82.19,0,12.4,2.7
2006-01-08 8:00,0.437616387,675,49,203,81.8,76.87,0,14.4,3
2006-01-08 8:30,0.511266294,765,58,297,76.3,71.83,0,15.5,3.4
2006-01-08 9:00,0.54320298,824,66,385,74.61,67.16,0,16.6,3.9
2006-01-08 9:30,0.548230912,867,71,465,71.39,62.97,0,17.3,4.2
2006-01-08 10:00,0.544692737,897,74,532,69.31,59.35,0,18,4.5
2006-01-08 10:30,0.488175047,915,77,583,68.02,56.41,0,18.3,4.6
2006-01-08 11:00,0.446275605,928,79,621,66.88,54.28,1,18.6,4.8
2006-01-08 11:30,0.46424581,935,80,643,65.99,53.04,0,18.8,4.8
2006-01-08 12:00,0.480167598,941,78,648,65.66,52.76,0,18.9,4.9
2006-01-08 12:30,0.50744879,938,78,636,65.66,53.46,0,18.9,4.9
2006-01-08 13:00,0.512104283,925,78,607,65.99,55.1,0,18.9,4.9
2006-01-08 13:30,0.393482309,909,75,563,66.4,57.59,0,18.8,4.8
2006-01-08 14:00,0.463780261,878,73,501,67.85,60.84,0,18.6,4.7
2006-01-08 14:30,0.458193669,191,238,319,69.13,64.72,2,18.3,4.4
2006-01-08 15:00,0.38547486,390,165,305,71.91,69.13,2,18,4.1
2006-01-08 15:30,0.287709497,117,154,186,76.09,73.96,2,17.1,3.7
2006-01-08 16:00,0.231936685,66,103,116,81.3,79.14,2,16.2,3.2
